2021-08-21 22:39:51.245091: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 22:40:48.881890: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-21 22:40:48.917826: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-08-21 22:40:48.960750: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:03:00.0 name: Tesla P100-PCIE-12GB computeCapability: 6.0
coreClock: 1.3285GHz coreCount: 56 deviceMemorySize: 11.91GiB deviceMemoryBandwidth: 511.41GiB/s
2021-08-21 22:40:48.961221: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 22:40:48.974256: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 22:40:48.974437: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 22:40:48.980760: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-21 22:40:48.983900: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-21 22:40:48.995317: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-21 22:40:48.998196: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-21 22:40:48.999313: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 22:40:49.003362: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-21 22:40:49.010723: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-08-21 22:40:49.011240: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-21 22:40:49.013060: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:03:00.0 name: Tesla P100-PCIE-12GB computeCapability: 6.0
coreClock: 1.3285GHz coreCount: 56 deviceMemorySize: 11.91GiB deviceMemoryBandwidth: 511.41GiB/s
2021-08-21 22:40:49.013240: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 22:40:49.013387: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 22:40:49.013517: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 22:40:49.013654: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-21 22:40:49.013747: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-21 22:40:49.013869: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-21 22:40:49.013990: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-21 22:40:49.014103: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 22:40:49.017428: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-21 22:40:49.017610: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 22:40:50.444255: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-08-21 22:40:50.444438: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      0 
2021-08-21 22:40:50.444584: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1280] 0:   N 
2021-08-21 22:40:50.452079: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1406] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:03:00.0, compute capability: 6.0)
2021-08-21 22:41:02.922688: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-08-21 22:41:02.926730: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2199940000 Hz
2021-08-21 22:41:03.020936: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 22:41:03.436898: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 22:41:03.443166: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 22:41:05.400546: W tensorflow/stream_executor/gpu/asm_compiler.cc:63] Running ptxas --version returned 256
2021-08-21 22:41:05.778935: W tensorflow/stream_executor/gpu/redzone_allocator.cc:314] Internal: ptxas exited with non-zero error code 256, output: 
Relying on driver to perform ptx compilation. 
Modify $PATH to customize ptxas location.
This message will be only logged once.
NoiseMutator started.
NoiseMutator finished.
Training round: 1		accuracy = 0.6113043427467346
Training round: 2		accuracy = 0.6365217566490173
Training round: 3		accuracy = 0.5637680888175964
Training round: 4		accuracy = 0.5808695554733276
Training round: 5		accuracy = 0.5860869288444519
Training round: 6		accuracy = 0.5773913264274597
Training round: 7		accuracy = 0.5776811838150024
Training round: 8		accuracy = 0.573913037776947
Training round: 9		accuracy = 0.573913037776947
Training round: 10		accuracy = 0.5707246661186218
Training round: 11		accuracy = 0.571884036064148
Training round: 12		accuracy = 0.5675362348556519
Training round: 13		accuracy = 0.5701449513435364
Training round: 14		accuracy = 0.5730434656143188
Training round: 15		accuracy = 0.5707246661186218
Training round: 16		accuracy = 0.5701449513435364
Training round: 17		accuracy = 0.571884036064148
Training round: 18		accuracy = 0.5710144639015198
Training round: 19		accuracy = 0.5698550939559937
Training round: 20		accuracy = 0.5698550939559937
Training round: 21		accuracy = 0.5704348087310791
Training round: 22		accuracy = 0.571884036064148
Training round: 23		accuracy = 0.5686956644058228
Training round: 24		accuracy = 0.56840580701828
Training round: 25		accuracy = 0.5695652365684509
Training round: 26		accuracy = 0.56840580701828
Training round: 27		accuracy = 0.5681159496307373
Training round: 28		accuracy = 0.5686956644058228
Training round: 29		accuracy = 0.5681159496307373
Training round: 30		accuracy = 0.5695652365684509
Training round: 31		accuracy = 0.5707246661186218
Training round: 32		accuracy = 0.5689855217933655
Training round: 33		accuracy = 0.5695652365684509
Training round: 34		accuracy = 0.5698550939559937
Training round: 35		accuracy = 0.56840580701828
Training round: 36		accuracy = 0.5686956644058228
Training round: 37		accuracy = 0.5695652365684509
Training round: 38		accuracy = 0.5698550939559937
Training round: 39		accuracy = 0.5698550939559937
Training round: 40		accuracy = 0.5689855217933655
Training round: 41		accuracy = 0.5692753791809082
Training round: 42		accuracy = 0.5698550939559937
Training round: 43		accuracy = 0.5701449513435364
Training round: 44		accuracy = 0.5701449513435364
Training round: 45		accuracy = 0.5689855217933655
Training round: 46		accuracy = 0.5678260922431946
Training round: 47		accuracy = 0.5686956644058228
Training round: 48		accuracy = 0.56840580701828
Training round: 49		accuracy = 0.5678260922431946
Training round: 50		accuracy = 0.56840580701828
Training round: 51		accuracy = 0.56840580701828
Training round: 52		accuracy = 0.56840580701828
Training round: 53		accuracy = 0.5681159496307373
Training round: 54		accuracy = 0.5686956644058228
Training round: 55		accuracy = 0.5678260922431946
Training round: 56		accuracy = 0.5695652365684509
Training round: 57		accuracy = 0.5678260922431946
Training round: 58		accuracy = 0.5692753791809082
Training round: 59		accuracy = 0.5695652365684509
Training round: 60		accuracy = 0.5695652365684509
Training round: 61		accuracy = 0.5695652365684509
Training round: 62		accuracy = 0.5695652365684509
Training round: 63		accuracy = 0.5695652365684509
Training round: 64		accuracy = 0.5698550939559937
Training round: 65		accuracy = 0.5704348087310791
Training round: 66		accuracy = 0.5698550939559937
Training round: 67		accuracy = 0.5698550939559937
Training round: 68		accuracy = 0.5704348087310791
Training round: 69		accuracy = 0.5704348087310791
Training round: 70		accuracy = 0.5701449513435364
Training round: 71		accuracy = 0.5707246661186218
Training round: 72		accuracy = 0.5710144639015198
Training round: 73		accuracy = 0.5707246661186218
Training round: 74		accuracy = 0.5713043212890625
Training round: 75		accuracy = 0.5713043212890625
Training round: 76		accuracy = 0.5713043212890625
Training round: 77		accuracy = 0.5715941786766052
Training round: 78		accuracy = 0.5721738934516907
Training round: 79		accuracy = 0.5715941786766052
Training round: 80		accuracy = 0.5713043212890625
Training round: 81		accuracy = 0.5713043212890625
Training round: 82		accuracy = 0.5713043212890625
Training round: 83		accuracy = 0.5713043212890625
Training round: 84		accuracy = 0.5715941786766052
Training round: 85		accuracy = 0.5715941786766052
Training round: 86		accuracy = 0.571884036064148
Training round: 87		accuracy = 0.5721738934516907
Training round: 88		accuracy = 0.5715941786766052
Training round: 89		accuracy = 0.5713043212890625
Training round: 90		accuracy = 0.5710144639015198
Training round: 91		accuracy = 0.5721738934516907
Training round: 92		accuracy = 0.571884036064148
Training round: 93		accuracy = 0.571884036064148
Training round: 94		accuracy = 0.571884036064148
Training round: 95		accuracy = 0.5721738934516907
Training round: 96		accuracy = 0.5724637508392334
Training round: 97		accuracy = 0.571884036064148
Training round: 98		accuracy = 0.5713043212890625
Training round: 99		accuracy = 0.5715941786766052
Training round: 100		accuracy = 0.571884036064148
Training duration 8761.71274471283
