2021-08-21 23:41:01.205671: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 23:41:28.410064: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-21 23:41:28.414799: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-08-21 23:41:28.545109: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:86:00.0 name: Tesla V100-SXM2-32GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 31.75GiB deviceMemoryBandwidth: 836.37GiB/s
2021-08-21 23:41:28.545789: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 23:41:28.558855: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 23:41:28.559027: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 23:41:28.564434: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-21 23:41:28.567063: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-21 23:41:28.607506: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-21 23:41:28.615464: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-21 23:41:28.616269: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 23:41:28.623038: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-21 23:41:28.625096: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-08-21 23:41:28.625529: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-21 23:41:28.628975: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:86:00.0 name: Tesla V100-SXM2-32GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 31.75GiB deviceMemoryBandwidth: 836.37GiB/s
2021-08-21 23:41:28.629127: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 23:41:28.629190: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 23:41:28.629291: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 23:41:28.629340: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-21 23:41:28.629395: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-21 23:41:28.629451: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-21 23:41:28.629576: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-21 23:41:28.629637: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 23:41:28.635907: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-21 23:41:28.636076: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-21 23:41:30.168773: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-08-21 23:41:30.168943: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      0 
2021-08-21 23:41:30.169033: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1280] 0:   N 
2021-08-21 23:41:30.185042: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1406] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 30130 MB memory) -> physical GPU (device: 0, name: Tesla V100-SXM2-32GB, pci bus id: 0000:86:00.0, compute capability: 7.0)
2021-08-21 23:41:45.633977: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-08-21 23:41:45.643850: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2100000000 Hz
2021-08-21 23:41:45.774997: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-21 23:41:46.440373: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-21 23:41:46.449872: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-21 23:41:49.995675: W tensorflow/stream_executor/gpu/asm_compiler.cc:63] Running ptxas --version returned 256
2021-08-21 23:41:50.302651: W tensorflow/stream_executor/gpu/redzone_allocator.cc:314] Internal: ptxas exited with non-zero error code 256, output: 
Relying on driver to perform ptx compilation. 
Modify $PATH to customize ptxas location.
This message will be only logged once.
Training round: 1		accuracy = 0.6162318587303162
Training round: 2		accuracy = 0.6617391109466553
Training round: 3		accuracy = 0.6542028784751892
Training round: 4		accuracy = 0.6623188257217407
Training round: 5		accuracy = 0.6701449155807495
Training round: 6		accuracy = 0.6730434894561768
Training round: 7		accuracy = 0.6771014332771301
Training round: 8		accuracy = 0.6863768100738525
Training round: 9		accuracy = 0.6933333277702332
Training round: 10		accuracy = 0.6860869526863098
Training round: 11		accuracy = 0.6930434703826904
Training round: 12		accuracy = 0.6939130425453186
Training round: 13		accuracy = 0.6950724720954895
Training round: 14		accuracy = 0.7026087045669556
Training round: 15		accuracy = 0.7008695602416992
Training round: 16		accuracy = 0.6971014738082886
Training round: 17		accuracy = 0.7089855074882507
Training round: 18		accuracy = 0.7017391324043274
Training round: 19		accuracy = 0.6921738982200623
Training round: 20		accuracy = 0.7072463631629944
Training round: 21		accuracy = 0.7046377062797546
Training round: 22		accuracy = 0.7081159353256226
Training round: 23		accuracy = 0.7078260779380798
Training round: 24		accuracy = 0.7095652222633362
Training round: 25		accuracy = 0.7089855074882507
Training round: 26		accuracy = 0.7069565057754517
Training round: 27		accuracy = 0.7095652222633362
Training round: 28		accuracy = 0.7113043665885925
Training round: 29		accuracy = 0.708695650100708
Training round: 30		accuracy = 0.7107246518135071
Training round: 31		accuracy = 0.7115942239761353
Training round: 32		accuracy = 0.7133333086967468
Training round: 33		accuracy = 0.7144927382469177
Training round: 34		accuracy = 0.7095652222633362
Training round: 35		accuracy = 0.7136231660842896
Training round: 36		accuracy = 0.7139130234718323
Training round: 37		accuracy = 0.7185507416725159
Training round: 38		accuracy = 0.7115942239761353
Training round: 39		accuracy = 0.7165217399597168
Training round: 40		accuracy = 0.7139130234718323
Training round: 41		accuracy = 0.7168115973472595
Training round: 42		accuracy = 0.717391312122345
Training round: 43		accuracy = 0.7089855074882507
Training round: 44		accuracy = 0.711884081363678
Training round: 45		accuracy = 0.7147825956344604
Training round: 46		accuracy = 0.7165217399597168
Training round: 47		accuracy = 0.7176811695098877
Training round: 48		accuracy = 0.7133333086967468
Training round: 49		accuracy = 0.7150724530220032
Training round: 50		accuracy = 0.7133333086967468
Training round: 51		accuracy = 0.7150724530220032
Training round: 52		accuracy = 0.7104347944259644
Training round: 53		accuracy = 0.7150724530220032
Training round: 54		accuracy = 0.714202880859375
Training round: 55		accuracy = 0.7153623104095459
Training round: 56		accuracy = 0.7150724530220032
Training round: 57		accuracy = 0.7144927382469177
Training round: 58		accuracy = 0.7144927382469177
Training round: 59		accuracy = 0.7139130234718323
Training round: 60		accuracy = 0.7139130234718323
Training round: 61		accuracy = 0.7139130234718323
Training round: 62		accuracy = 0.714202880859375
Training round: 63		accuracy = 0.7150724530220032
Training round: 64		accuracy = 0.7136231660842896
Training round: 65		accuracy = 0.7147825956344604
Training round: 66		accuracy = 0.7150724530220032
Training round: 67		accuracy = 0.7150724530220032
Training round: 68		accuracy = 0.7162318825721741
Training round: 69		accuracy = 0.7162318825721741
Training round: 70		accuracy = 0.7159420251846313
Training round: 71		accuracy = 0.7159420251846313
Training round: 72		accuracy = 0.7165217399597168
Training round: 73		accuracy = 0.7165217399597168
Training round: 74		accuracy = 0.7168115973472595
Training round: 75		accuracy = 0.7179710268974304
Training round: 76		accuracy = 0.7159420251846313
Training round: 77		accuracy = 0.7153623104095459
Training round: 78		accuracy = 0.7162318825721741
Training round: 79		accuracy = 0.7156521677970886
Training round: 80		accuracy = 0.7162318825721741
Training round: 81		accuracy = 0.7156521677970886
Training round: 82		accuracy = 0.7165217399597168
Training round: 83		accuracy = 0.7153623104095459
Training round: 84		accuracy = 0.7162318825721741
Training round: 85		accuracy = 0.7159420251846313
Training round: 86		accuracy = 0.7168115973472595
Training round: 87		accuracy = 0.717391312122345
Training round: 88		accuracy = 0.7168115973472595
Training round: 89		accuracy = 0.717391312122345
Training round: 90		accuracy = 0.7162318825721741
Training round: 91		accuracy = 0.7165217399597168
Training round: 92		accuracy = 0.717391312122345
Training round: 93		accuracy = 0.7171014547348022
Training round: 94		accuracy = 0.717391312122345
Training round: 95		accuracy = 0.7171014547348022
Training round: 96		accuracy = 0.7171014547348022
Training round: 97		accuracy = 0.7188405990600586
Training round: 98		accuracy = 0.7179710268974304
Training round: 99		accuracy = 0.7176811695098877
Training round: 100		accuracy = 0.7176811695098877
Training duration 5439.181879043579
