2021-08-22 20:39:04.128424: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-22 20:39:23.484418: I tensorflow/compiler/jit/xla_cpu_device.cc:41] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-22 20:39:23.490487: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcuda.so.1
2021-08-22 20:39:23.560364: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:3b:00.0 name: Tesla V100-SXM2-32GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 31.75GiB deviceMemoryBandwidth: 836.37GiB/s
2021-08-22 20:39:23.561067: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-22 20:39:23.577184: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-22 20:39:23.577389: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-22 20:39:23.584296: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-22 20:39:23.587166: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-22 20:39:23.597260: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-22 20:39:23.599834: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-22 20:39:23.600745: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-22 20:39:23.607953: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-22 20:39:23.610947: I tensorflow/core/platform/cpu_feature_guard.cc:142] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 AVX512F FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2021-08-22 20:39:23.611630: I tensorflow/compiler/jit/xla_gpu_device.cc:99] Not creating XLA devices, tf_xla_enable_xla_devices not set
2021-08-22 20:39:23.615050: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1720] Found device 0 with properties: 
pciBusID: 0000:3b:00.0 name: Tesla V100-SXM2-32GB computeCapability: 7.0
coreClock: 1.53GHz coreCount: 80 deviceMemorySize: 31.75GiB deviceMemoryBandwidth: 836.37GiB/s
2021-08-22 20:39:23.615211: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-22 20:39:23.615341: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-22 20:39:23.615465: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-22 20:39:23.615530: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcufft.so.10
2021-08-22 20:39:23.615662: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcurand.so.10
2021-08-22 20:39:23.615723: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusolver.so.10
2021-08-22 20:39:23.615811: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcusparse.so.11
2021-08-22 20:39:23.615936: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-22 20:39:23.622006: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1862] Adding visible gpu devices: 0
2021-08-22 20:39:23.622210: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudart.so.11.0
2021-08-22 20:39:24.875357: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1261] Device interconnect StreamExecutor with strength 1 edge matrix:
2021-08-22 20:39:24.875521: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1267]      0 
2021-08-22 20:39:24.875618: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1280] 0:   N 
2021-08-22 20:39:24.886741: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1406] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 30130 MB memory) -> physical GPU (device: 0, name: Tesla V100-SXM2-32GB, pci bus id: 0000:3b:00.0, compute capability: 7.0)
2021-08-22 20:39:37.858932: I tensorflow/compiler/mlir/mlir_graph_optimization_pass.cc:116] None of the MLIR optimization passes are enabled (registered 2)
2021-08-22 20:39:37.863210: I tensorflow/core/platform/profile_utils/cpu_utils.cc:112] CPU Frequency: 2100000000 Hz
2021-08-22 20:39:37.947111: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublas.so.11
2021-08-22 20:39:38.539836: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcublasLt.so.11
2021-08-22 20:39:38.550576: I tensorflow/stream_executor/platform/default/dso_loader.cc:49] Successfully opened dynamic library libcudnn.so.8
2021-08-22 20:39:41.380867: W tensorflow/stream_executor/gpu/asm_compiler.cc:63] Running ptxas --version returned 256
2021-08-22 20:39:41.699220: W tensorflow/stream_executor/gpu/redzone_allocator.cc:314] Internal: ptxas exited with non-zero error code 256, output: 
Relying on driver to perform ptx compilation. 
Modify $PATH to customize ptxas location.
This message will be only logged once.
Training round: 1		accuracy = 0.6559420228004456
Training round: 2		accuracy = 0.6426087021827698
Training round: 3		accuracy = 0.6550724506378174
Training round: 4		accuracy = 0.6568115949630737
Training round: 5		accuracy = 0.6585507392883301
Training round: 6		accuracy = 0.6843478083610535
Training round: 7		accuracy = 0.678260862827301
Training round: 8		accuracy = 0.6962319016456604
Training round: 9		accuracy = 0.6849275231361389
Training round: 10		accuracy = 0.6675362586975098
Training round: 11		accuracy = 0.6953623294830322
Training round: 12		accuracy = 0.6950724720954895
Training round: 13		accuracy = 0.6915941834449768
Training round: 14		accuracy = 0.6997101306915283
Training round: 15		accuracy = 0.6988405585289001
Training round: 16		accuracy = 0.7014492750167847
Training round: 17		accuracy = 0.6985507011413574
Training round: 18		accuracy = 0.6994202733039856
Training round: 19		accuracy = 0.7026087045669556
Training round: 20		accuracy = 0.7043478488922119
Training round: 21		accuracy = 0.7008695602416992
Training round: 22		accuracy = 0.694492757320404
Training round: 23		accuracy = 0.7005797028541565
Training round: 24		accuracy = 0.7072463631629944
Training round: 25		accuracy = 0.7020289897918701
Training round: 26		accuracy = 0.7023188471794128
Training round: 27		accuracy = 0.7043478488922119
Training round: 28		accuracy = 0.6985507011413574
Training round: 29		accuracy = 0.6973913311958313
Training round: 30		accuracy = 0.695652186870575
Training round: 31		accuracy = 0.7005797028541565
Training round: 32		accuracy = 0.695652186870575
Training round: 33		accuracy = 0.6959420442581177
Training round: 34		accuracy = 0.694492757320404
Training round: 35		accuracy = 0.6915941834449768
Training round: 36		accuracy = 0.6933333277702332
Training round: 37		accuracy = 0.6968116164207458
Training round: 38		accuracy = 0.6953623294830322
Training round: 39		accuracy = 0.6968116164207458
Training round: 40		accuracy = 0.6947826147079468
Training round: 41		accuracy = 0.699999988079071
Training round: 42		accuracy = 0.699999988079071
Training round: 43		accuracy = 0.697970986366272
Training round: 44		accuracy = 0.6982608437538147
Training round: 45		accuracy = 0.6921738982200623
Training round: 46		accuracy = 0.6965217590332031
Training round: 47		accuracy = 0.6947826147079468
Training round: 48		accuracy = 0.6936231851577759
Training round: 49		accuracy = 0.695652186870575
Training round: 50		accuracy = 0.694492757320404
Training round: 51		accuracy = 0.6942028999328613
Training round: 52		accuracy = 0.6947826147079468
Training round: 53		accuracy = 0.6953623294830322
Training round: 54		accuracy = 0.695652186870575
Training round: 55		accuracy = 0.6947826147079468
Training round: 56		accuracy = 0.6930434703826904
Training round: 57		accuracy = 0.692463755607605
Training round: 58		accuracy = 0.6939130425453186
Training round: 59		accuracy = 0.6933333277702332
Training round: 60		accuracy = 0.6953623294830322
Training round: 61		accuracy = 0.692463755607605
Training round: 62		accuracy = 0.6927536129951477
Training round: 63		accuracy = 0.6950724720954895
Training round: 64		accuracy = 0.6927536129951477
Training round: 65		accuracy = 0.6942028999328613
Training round: 66		accuracy = 0.6939130425453186
Training round: 67		accuracy = 0.6930434703826904
Training round: 68		accuracy = 0.6933333277702332
Training round: 69		accuracy = 0.6939130425453186
Training round: 70		accuracy = 0.6918840408325195
Training round: 71		accuracy = 0.6942028999328613
Training round: 72		accuracy = 0.694492757320404
Training round: 73		accuracy = 0.6939130425453186
Training round: 74		accuracy = 0.6942028999328613
Training round: 75		accuracy = 0.6936231851577759
Training round: 76		accuracy = 0.694492757320404
Training round: 77		accuracy = 0.6913043260574341
Training round: 78		accuracy = 0.6930434703826904
Training round: 79		accuracy = 0.6936231851577759
Training round: 80		accuracy = 0.6942028999328613
Training round: 81		accuracy = 0.6933333277702332
Training round: 82		accuracy = 0.6927536129951477
Training round: 83		accuracy = 0.6936231851577759
Training round: 84		accuracy = 0.6936231851577759
Training round: 85		accuracy = 0.6927536129951477
Training round: 86		accuracy = 0.6930434703826904
Training round: 87		accuracy = 0.692463755607605
Training round: 88		accuracy = 0.6942028999328613
Training round: 89		accuracy = 0.6947826147079468
Training round: 90		accuracy = 0.6927536129951477
Training round: 91		accuracy = 0.6939130425453186
Training round: 92		accuracy = 0.6950724720954895
Training round: 93		accuracy = 0.6959420442581177
Training round: 94		accuracy = 0.694492757320404
Training round: 95		accuracy = 0.694492757320404
Training round: 96		accuracy = 0.6953623294830322
Training round: 97		accuracy = 0.6936231851577759
Training round: 98		accuracy = 0.6918840408325195
Training round: 99		accuracy = 0.6947826147079468
Training round: 100		accuracy = 0.697970986366272
Training duration 5193.780424356461
